Fecha,Título,Etiquetas,Enlace
2022-09-01,ÍNDICE DE LIBERTAD ECONÓMICA DE FRASER INSTITUTE: CHILE RETROCEDE 4 PUESTOS Y MARCA PEOR POSICIÓN DESDE 1985,Índice de Libertad Económica,https://lyd.org/wp-content/uploads/2022/09/TP-1560-EFW-FRASER-2022.pdf
2022-09-01,PLEBISCITO DE SALIDA 2022: AMPLIO TRIUNFO DE LA MODERACIÓN,"Constitución, plebiscito",https://lyd.org/wp-content/uploads/2022/09/TP-1560-ELECTORAL-PLEBISCITO-2022.pdf
2022-09-01,CASO ISAPRES: EL FALLO DE LA SOSPECHA,"Isapres, Salud",https://lyd.org/wp-content/uploads/2022/09/TP-1561-FALLO-ISAPRES-1.pdf
2022-09-01,OCHO PUNTOS CRÍTICOS DE LA REFORMA TRIBUTARIA,Reforma Tributaria,https://lyd.org/wp-content/uploads/2022/09/TP-1561-REFORMA-TRIBUTARIA-2022.pdf
2022-09-01,"MONITOREO DEL GASTO PÚBLICO: 4,5% DEL PIB VA A PROGRAMAS CON DEFICIENCIAS EN ALGÚN CRITERIO EVALUADO","Evaluación de Programas, Presupuesto",https://lyd.org/wp-content/uploads/2022/09/TP-1562-EVALUACION-PROGRAMAS-2022.pdf
2022-09-01,DEBATE SOBRE EL PROCESO CONSTITUCIONAL: ELEMENTOS PARA EL ANÁLISIS,"Proceso Constitucional, Evaluación de Programas, Presupuesto, Reforma Tributaria, Isapres, Salud, Índice de Libertad Económica, Constitución, plebiscito, Economía, Recesión, Nueva Constitución, plebiscito, Libertad Económica, Impuestos, Nueva Constitución, Fonasa, Proceso Constituyente, Reforma a las Isapres, consulta indígena, Nueva Constitución",https://lyd.org/wp-content/uploads/2022/09/TP-1562-MECANISMOS-PROCESO-CONSTITUYENTE.pdf
2022-09-01,TRES MEDIDAS PARA ATENUAR LOS EFECTOS NEGATIVOS DEL PROYECTO DE LEY DE 40 HORAS,"Empleo, Jornada Laboral",https://lyd.org/wp-content/uploads/2022/09/TP-1563-REDUCCION-JORNADA-LABORAL.pdf
2022-10-01,PROYECTO DE LEY SOBRE COMBATE AL NARCOTRÁFICO: ¿LEGALIZACIÓN ENCUBIERTA?,"Drogas, narcotráfico",https://lyd.org/wp-content/uploads/2022/10/TP-1563-COMBATE-AL-NARCOTRAFICO.pdf
2022-10-01,INFLACIÓN HA RESTADO US$524 MILLONES DE PODER ADQUISITIVO A LOS TRABAJADORES EN LO QUE VA DE 2022,"Desaceleración, Inflación",https://lyd.org/wp-content/uploads/2022/10/TP-1564-IMPUESTO-INFLACION.pdf
2022-10-01,LEY DE PRESUPUESTOS 2023: SE ENMARCA EN LA SENDA DE CONSOLIDACIÓN FISCAL,ley de presupuestos 2023,https://lyd.org/wp-content/uploads/2022/10/TP-1564-LP2023.pdf
2022-10-01,¿HACIA UN ESTADO SOCIAL DE DERECHO? ELEMENTOS PARA LA DISCUSIÓN,Rol del Estado,https://lyd.org/wp-content/uploads/2022/10/TP-1565-ESTADO-SOCIAL-DE-DERECHO.pdf
2022-10-01,EL RIESGO DE LA MALA GESTIÓN: PERDER EL IMPULSO REACTIVADOR DE LA INVERSIÓN PÚBLICA 2023,"Inversión, Presupuesto",https://lyd.org/wp-content/uploads/2022/10/TP-1565-INVERSION-PUBLICA-2.pdf
2022-10-01,CINCO PRIORIDADES PARA LA EDUCACIÓN ESCOLAR TRAS LA PANDEMIA,"Educación, Educación Escolar",https://lyd.org/wp-content/uploads/2022/10/TP-1565-SISTEMA-ESCOLAR-POST-PLEBISCITO.pdf
2022-10-01,DESCANSO COMPENSATORIO: MÁS ALLÁ DE LAS BUENAS INTENCIONES,"Iniciativa Exclusiva, Salud",https://lyd.org/wp-content/uploads/2022/10/TP-1567-DESCANSO-COMPENSATORIO-1.pdf
2022-11-01,PRESUPUESTO PARA SEGURIDAD 2023: TRES DUDAS SOBRE LA PRINCIPAL PREOCUPACIÓN CIUDADANA,"Presupuesto, Seguridad",https://lyd.org/wp-content/uploads/2022/11/TP-1567-PRESUPUESTO-SEGURIDAD-2023.pdf
2022-11-01,DÉFICIT HABITACIONAL: LA IMPORTANCIA DE FOCALIZAR EN LOS MÁS VULNERABLES,Vivienda,https://lyd.org/wp-content/uploads/2022/11/TP-1568-DEFICIT-HABITACIONAL.pdf
2022-11-01,"INDICACIONES AL ROYALTY MINERO: MEJOR DISEÑO, PERO NULA COMPETITIVIDAD","Impuestos, Minería, Vivienda, Presupuesto, Seguridad, Iniciativa Exclusiva, Salud, Rol del Estado, Fondo Único de Salud, Salud, Educación, Educación Escolar, Inversión, Presupuesto, ley de presupuestos 2023, Desaceleración, Inflación, Drogas, narcotráfico, Empleo, Jornada Laboral",https://lyd.org/wp-content/uploads/2022/11/TP-1568-ROYALTY.pdf
2022-11-01,"ESTADO EMPRENDEDOR: COMPLEJIDAD DE LA ECONOMÍA, NO MAYOR BIENESTAR","Estado emprendedor, Exportaciones",https://lyd.org/wp-content/uploads/2022/11/TP-1569-ESTADO-EMPRENDEDOR-2.pdf
2022-11-01,LA IMPOSIBILIDAD DE DISCUTIR INFORMADAMENTE LA REFORMA DE PENSIONES,"Ahorro, Reforma de pensiones",https://lyd.org/wp-content/uploads/2022/11/TP-1569-REFORMA-PENSIONES.pdf
2022-11-01,MÁS DE 200 MIL PERSONAS HAN CAÍDO EN LA POBREZA DEBIDO A LA INFLACIÓN,"Inflación, Pobreza",https://lyd.org/wp-content/uploads/2022/11/TP-1570-INFLACION-Y-POBREZA.pdf
2022-11-01,TRANSICIÓN SOCIO-ECOLÓGICA JUSTA: UNA DISCUSIÓN PENDIENTE,"desarrollo, Medio Ambiente",https://lyd.org/wp-content/uploads/2022/11/TP-1570-TRANSICION-SOCIOECOLOGICA-JUSTA.pdf
2022-11-01,TRES DESAFÍOS PARA EL FUTURO FISCAL NACIONAL,Fiscal Nacional,https://lyd.org/wp-content/uploads/2022/11/TP-1571-DESAFIOS-DEL-FUTURO-FISCAL-NACIONAL.pdf
2022-11-01,REFORMA TRIBUTARIA: NEGATIVO CAMBIO DE PARADIGMA EN MATERIA DE EVASIÓN Y ELUSIÓN,"Elusión, Evasión, Reforma Tributaria",https://lyd.org/wp-content/uploads/2022/11/TP-1571-EVASION-Y-ELUSION-RT-2022.pdf
2022-12-01,REFORMA A LA SALUD: LOS ERRORES DE DIAGNÓSTICO Y LOS PROBLEMAS QUE SURGEN CON UN FONDO ÚNICO,"Fondo Único de Salud, Salud",https://lyd.org/wp-content/uploads/2022/12/TP-1566-ERRORES-DE-DIAGNOSTICO-DEL-FUS.pdf
2022-12-01,LA IMPORTANCIA DE REACTIVAR LA INVERSIÓN PARA RECUPERAR EL CRECIMIENTO,"Crecimiento, Inversión",https://lyd.org/wp-content/uploads/2022/12/TP-1572-INVERSION-Y-CRECIMIENTO.pdf
2022-12-01,LA URGENTE NECESIDAD DE RESOLVER EL GASTO EN LICENCIAS MÉDICAS,"licencias médicas, Salud",https://lyd.org/wp-content/uploads/2022/12/TP-1572-LICENCIAS-MEDICAS.pdf
2022-12-01,¿QUÉ ESPERAR DE LA INVERSIÓN PÚBLICA?,"Inversión, Presupuesto",https://lyd.org/wp-content/uploads/2022/12/TP-1573-GASTO-PUBLICO-1.pdf
2022-12-01,REFORMA DE PENSIONES: APA E IPPA ¿QUÉ GARANTÍAS DA LA NUEVA INSTITUCIONALIDAD?,Pensiones,https://lyd.org/wp-content/uploads/2022/12/TP-1573-REFORMA-DE-PENSIONES-1.pdf
2022-12-01,NUEVO ACUERDO CONSTITUCIONAL: BALANCES Y PROYECCIONES,"Acuerdo Constitucional, Constitución, Sistema Judicial, Pensiones, Inversión, Presupuesto, Crecimiento, Inversión, licencias médicas, Salud, Elusión, Evasión, Reforma Tributaria, Fiscal Nacional, Inflación, Pobreza, desarrollo, Medio Ambiente, Estado emprendedor, Exportaciones, Ahorro, Reforma de pensiones",https://lyd.org/wp-content/uploads/2022/12/TP-1574-ACUERDO-CONSTITUCIONAL-1.pdf
2022-12-01,EL CUESTIONABLE COMPROMISO DEL GOBIERNO CON LA SEGURIDAD PÚBLICA,Seguridad Pública,https://lyd.org/wp-content/uploads/2022/12/TP-1575-BALANCE-AGENDA-DE-SEGURIDAD.pdf
2022-12-01,EL GOLPE AL MERCADO DE CAPITALES DE LA REFORMA DE PENSIONES,"Mercado de Capitales, Pensiones",https://lyd.org/wp-content/uploads/2022/12/TP-1575-MERCADO-DE-CAPITALES.pdf
2023-01-01,LENTITUD Y BAJA EFECTIVIDAD DE PERSECUCIÓN GOLPEAN PERCEPCIÓN CIUDADANA DEL SISTEMA JUDICIAL,Sistema Judicial,https://lyd.org/wp-content/uploads/2023/01/TP-1574-WORLD-JUSTICE-PROJECT.pdf
2023-01-01,PRIMEROS NUEVE MESES DEL PRESIDENTE BORIC: UN GOBIERNO DE DIFÍCIL GESTACIÓN,"Gobierno, Politica",https://lyd.org/wp-content/uploads/2023/01/TP-1576-BALANCE-POL-2022.pdf
2023-01-01,US$3.000 MILLONES FUERON DESTINADOS A SUBSIDIAR COMBUSTIBLES EN 2022,"Combustibles, MEPCO",https://lyd.org/wp-content/uploads/2023/01/TP-1576-MEPCO.pdf
2023-01-01,ESTANCAMIENTO DEL CRECIMIENTO POTENCIAL EN CHILE: URGE UN CAMBIO DE RUMBO,"Crecimiento, Economía",https://lyd.org/wp-content/uploads/2023/01/TP-1577-CRECIMIENTO-TENDENCIAL.pdf
2023-01-01,PROYECTO DE LEY DE CUOTAS DE GÉNERO EN DIRECTORIOS: ELITISMO SIN SUSTENTO,"Empleo, Mujer",https://lyd.org/wp-content/uploads/2023/01/TP-1577-MUJERES-EN-DIRECTORIOS.pdf
2023-01-01,ENCUESTA CEP: EL OCASO OCTUBRISTA,"Encuesta, Politica",https://lyd.org/wp-content/uploads/2023/01/TP-1578-ENCUESTA-CEP.pdf
2023-01-01,FALLOS CON EFECTOS GENERALES: GRAVE PRECEDENTE,"Corte Suprema, Isapres",https://lyd.org/wp-content/uploads/2023/01/TP-1578-FALLOS-CS.pdf
2023-01-01,SITUACIÓN ECONÓMICA Y MIGRANTES HACEN CRECER CAMPAMENTOS EN 53%,"Pobreza, Vivienda",https://lyd.org/wp-content/uploads/2023/01/TP-1579-CAMPAMENTOS.pdf
2023-01-01,DOS HOMICIDIOS AL DÍA: EL TRISTE PROMEDIO DE INSEGURIDAD DEL 2022,"Delincuencia, Seguridad Pública",https://lyd.org/wp-content/uploads/2023/01/TP-1579-DELINCUENCIA-2022.pdf
2023-01-01,SOBRESUELDOS: ¿CAMINO A REPETIR LA HISTORIA?,"Reajuste sector público, Educación, Sistema de Admisión Escolar, Pobreza, Vivienda, Delincuencia, Seguridad Pública, Encuesta, Politica, Corte Suprema, Isapres, Crecimiento, Economía, Empleo, Mujer, Combustibles, MEPCO, Gobierno, Politica, Seguridad Pública, Mercado de Capitales, Pensiones",https://lyd.org/wp-content/uploads/2023/01/TP-1580-REAJUSTE-SECTOR-PUBLICO-2023-1.pdf
2023-01-01,ADMISIÓN ESCOLAR: ALUMNOS DE ALTO RENDIMIENTO SON LOS MÁS DISCONFORMES,"Educación, Sistema de Admisión Escolar",https://lyd.org/wp-content/uploads/2023/01/TP-1580-SAE-1.pdf
2023-03-01,DERECHOS SOCIALES EN LA CONSTITUCIÓN: UNA REVISIÓN DE LA EVIDENCIA DISPONIBLE,"Constitución, derechos sociales",https://lyd.org/wp-content/uploads/2023/03/TP-1543-DERECHOS-SOCIALES.pdf
2023-03-01,¿EL GOBIERNO REALMENTE SE APRETÓ EL CINTURÓN EN 2022?,"Ejecución presupuestaria, Fiscal",https://lyd.org/wp-content/uploads/2023/03/TP-1581-CIERRE-FISCAL-2022.pdf
2023-03-01,"EL DESAFÍO DE MEJORAR LA ASISTENCIA ESCOLAR: 1,1 MILLONES DE ALUMNOS PUDIERON REPETIR DE CURSO","Asistencia escolar, Educación",https://lyd.org/wp-content/uploads/2023/03/TP-1581-INICIO-ANO-ESCOLAR-2023.pdf
2023-03-01,MUJERES CON MENOR EDUCACIÓN SON LAS MÁS REZAGADAS EN EL MERCADO LABORAL,"Empleo, Mujer",https://lyd.org/wp-content/uploads/2023/03/TP-1582-EMPLEO-MUJER.pdf
2023-03-01,FF.AA. EN LAS FRONTERAS: SOLUCIÓN TEMPORAL A UN PROBLEMA PERMANENTE,"Fuerzas Armadas, inmigración",https://lyd.org/wp-content/uploads/2023/03/TP-1582-FFAA-EN-FRONTERAS-1.pdf
2023-03-01,SIETE EFECTOS DEL POSIBLE COLAPSO DE LAS ISAPRES,"Isapres, Salud",https://lyd.org/wp-content/uploads/2023/03/TP-1583-EFECTOS-COLAPSO-ISAPRES.pdf
2023-03-01,PEORES CUENTAS FISCALES LLEVAN A CHILE A SU PEOR POSICIÓN HISTÓRICA EN EL ÍNDICE DE LIBERTAD ECONÓMICA,"Economía, Índice de Libertad Económica",https://lyd.org/wp-content/uploads/2023/03/TP-1583-LIBERTAD-HERITAGE-2023.pdf
2023-03-01,"BAJO AVANCE: PLAN DE EMERGENCIA HABITACIONAL HA TERMINADO UN 16,4% DE LAS VIVIENDAS","Campamentos, Vivienda",https://lyd.org/wp-content/uploads/2023/03/TP-1584-VIVIENDA.pdf
2023-03-01,ECONOMÍA CHILENA EN 2022: COMERCIO EXTERIOR EVITÓ UNA MAYOR DESACELERACIÓN,"Crecimiento, Desaceleración",https://lyd.org/wp-content/uploads/2023/03/TP-1585-LA-FUENTE-DEL-CRECIMIENTO.pdf
2023-04-01,EL SISTEMA ELECTORAL QUE CHILE NECESITA,"Nuevo proceso constitucional, Sistema Electoral",https://lyd.org/wp-content/uploads/2023/04/TP-1584-SISTEMA-ELECTORAL.pdf
2023-04-01,SEIS INICIATIVAS QUE ATENTAN CONTRA EL EMPLEO FORMAL,"Congreso, Empleo",https://lyd.org/wp-content/uploads/2023/04/TP-1585-AGENDA-ANTI-EMPLEO.pdf
2023-04-01,LEY NAÍN-RETAMAL: UN AVANCE EN LA DISCUSIÓN SOBRE USO DE LA FUERZA,"Carabineros, Delincuencia, Comisión de Expertos, Nuevo proceso constitucional, Congreso, Empleo, Crecimiento, Desaceleración, Nuevo proceso constitucional, Sistema Electoral, Campamentos, Vivienda, Isapres, Salud, Economía, Índice de Libertad Económica, Fuerzas Armadas, inmigración, Empleo, Mujer, Ejecución presupuestaria, Fiscal, Asistencia escolar, Educación",https://lyd.org/wp-content/uploads/2023/04/TP-1586-AGENDA-DE-SEGURIDAD.pdf
2023-04-01,PRINCIPIOS Y DERECHOS FUNDAMENTALES: PRIMERAS NORMAS DE LA COMISIÓN EXPERTA,"Comisión de Expertos, Nuevo proceso constitucional",https://lyd.org/wp-content/uploads/2023/04/TP-1586-PRINCIPIOS-Y-D.-FUNDAMENTALES-PRIMERAS-NORMAS-C.-EXPERTA.pdf
2023-04-01,50% QUEDARÍA SIN AHORROS PREVISIONALES DE APROBARSE UN NUEVO RETIRO,"Pensiones, retiro de pensiones",https://lyd.org/wp-content/uploads/2023/04/TP-1587-6TO-RETIRO.pdf
2023-04-01,NORMAS CONSTITUCIONALES SOBRE SISTEMA POLÍTICO: LUCES Y SOMBRAS,"Nuevo proceso constitucional, Sistema Político",https://lyd.org/wp-content/uploads/2023/04/TP-1587-NORMAS-SISTEMA-POLITICO.pdf
2023-04-01,ÓRGANOS AUTÓNOMOS: UNA PROPUESTA EN LA DIRECCIÓN CORRECTA,"Nuevo proceso constitucional, Órganos autónomos",https://lyd.org/wp-content/uploads/2023/04/TP-1588-ORGANOS-AUTONOMOS.pdf
2023-04-01,SALARIO MÍNIMO: CONSIDERACIONES FRENTE AL ALZA PROPUESTA,"Laboral, Salario mínimo",https://lyd.org/wp-content/uploads/2023/04/TP-1589-SALARIO-MINIMO.pdf
2023-05-01,"DELITOS SIGUEN SUBIENDO, MIENTRAS EL GOBIERNO NO EJECUTA LOS RECURSOS ASIGNADOS PARA COMBATIR LA DELINCUENCIA","Delincuencia, Presupuesto, Seguridad",https://lyd.org/wp-content/uploads/2023/05/TP-1588-EJECUCION-PRESUPUESTO-SEGURIDAD.pdf
2023-05-01,ESTADO SOCIAL DE DERECHO NO IMPLICA CREAR MONOPOLIOS ESTATALES,"Estado, Estado social de derecho",https://lyd.org/wp-content/uploads/2023/05/TP-1589-ESTADO-SOCIAL-DE-DERECHO.pdf
2023-05-01,CONTROL DE CONSTITUCIONALIDAD: ¿CÓMO EVITAR UN NUEVO CHOQUE DE TRENES?,"Corte Suprema, Tribunal Constitucional",https://lyd.org/wp-content/uploads/2023/05/TP-1590-CONTROL-DE-CONSTITUCIONALIDAD.pdf
2023-05-01,LITIO: CAMARÓN QUE SE DUERME…,"Estrategia Nacional del Litio, Litio, Minería",https://lyd.org/wp-content/uploads/2023/05/TP-1590-ESTRATEGIA-NACIONAL-DEL-LITIO.pdf
2023-05-01,ELECCIÓN DEL CONSEJO CONSTITUCIONAL: OFICIALISMO PIERDE CERCA DE UN MILLÓN DE VOTOS EN POCO MÁS DE UN AÑO,"Consejo Constitucional, Constitución, Elecciones",https://lyd.org/wp-content/uploads/2023/05/TP-1591-ELECTORAL-CONSEJEROS-2023-1.pdf
2023-05-01,"SIN CONSIDERAR CODELCO, EMPRESAS ESTATALES CUESTAN CASI US$300 MILLONES AL AÑO","Empresas Públicas, Estado",https://lyd.org/wp-content/uploads/2023/05/TP-1591-EMPRESAS-PUBLICAS.pdf
2023-05-01,LEY CORTA DE ISAPRES: UN PROYECTO QUE NO RESUELVE LA CRISIS,"Fallo, Isapres, Salud, Paridad de Género, Politica, Consejo Constitucional, Constitución, Elecciones, Empresas Públicas, Estado, Estrategia Nacional del Litio, Litio, Minería, Corte Suprema, Tribunal Constitucional, Laboral, Salario mínimo, Estado, Estado social de derecho, Nuevo proceso constitucional, Órganos autónomos, Delincuencia, Presupuesto, Seguridad, Nuevo proceso constitucional, Sistema Político, Pensiones, retiro de pensiones",https://lyd.org/wp-content/uploads/2023/05/TP-1592-LEY-CORTA-ISAPRES.pdf
2023-05-01,PARIDAD DE GÉNERO EN ÓRGANOS DE REPRESENTACIÓN POLÍTICA: SINCERANDO EL DEBATE,"Paridad de Género, Politica",https://lyd.org/wp-content/uploads/2023/05/TP-1592-PARIDAD.pdf
2023-05-01,DELITOS ECONÓMICOS Y AMBIENTALES: UN RÉGIMEN ESPECIAL DESPROPORCIONADO,"Delitos económicos, Justicia",https://lyd.org/wp-content/uploads/2023/05/TP-1593-DELITOS-ECONOMICOS-Y-AMBIENTALES.pdf
2023-05-01,ÍNDICE DE CALIDAD INSTITUCIONAL 2023: CHILE EN SU PEOR POSICIÓN HISTÓRICA,Índice de Calidad Institucional,https://lyd.org/wp-content/uploads/2023/05/TP-1593-ICI-2023-1.pdf
2023-06-01,REFORMA TRIBUTARIA: NO BASTAN LAS BUENAS INTENCIONES,"Impuestos, Reforma Tributaria",https://lyd.org/wp-content/uploads/2023/06/TP-1594-IMPUESTOS.pdf
2023-06-01,SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS: CORRECCIONES EN LA ÚLTIMA ETAPA,"Medio Ambiente, SBAP",https://lyd.org/wp-content/uploads/2023/06/TP-1594-SBAP.pdf
2023-06-01,DERECHOS SOCIALES EN EL ANTEPROYECTO CONSTITUCIONAL: AVANCES Y ASPECTOS POR AFINAR,"Constitución, derechos sociales",https://lyd.org/wp-content/uploads/2023/06/TP-1595-DERECHOS-SOCIALES-1.pdf
2023-06-01,EMPEORA LA EVALUACIÓN DE LOS PROGRAMAS ESTATALES: MÁS DE LA MITAD PRESENTA ALGUNA DEFICIENCIA,Evaluación de Programas,https://lyd.org/wp-content/uploads/2023/06/TP-1595-MONITOREO-BH-error.pdf
2023-06-01,SE ACELERA INFORMALIDAD: SÓLO 6 DE CADA 10 EMPLEOS CREADOS ES FORMAL,"Empleo, informalidad",https://lyd.org/wp-content/uploads/2023/06/TP-1596-EMPLEO.pdf
2023-06-01,CORTE CONSTITUCIONAL Y PODER JUDICIAL: DESAFÍOS PARA EL CONSEJO CONSTITUCIONAL,Poder Judicial,https://lyd.org/wp-content/uploads/2023/06/TP-1596-PODER-JUDICIAL-Y-CORTE-CONSTITUCIONAL.pdf
2023-06-01,BANCO CENTRAL: INDEPENDENCIA A TODA PRUEBA,"Autonomía, Banco Central, Tasa de Política Monetaria",https://lyd.org/wp-content/uploads/2023/06/TP-1597-BANCO-CENTRAL-INDEPENDENCIA.pdf
2023-06-01,LIBERTAD SINDICAL EN EL ANTEPROYECTO: UNA REGULACIÓN DEFECTUOSA Y RIESGOSA,"Laboral, Libertad sindical, usurpaciones, Autonomía, Banco Central, Tasa de Política Monetaria, Educación, SIMCE, Poder Judicial, Empleo, informalidad, Constitución, derechos sociales, Evaluación de Programas, Impuestos, Reforma Tributaria, Medio Ambiente, SBAP, Delitos económicos, Justicia, Índice de Calidad Institucional",https://lyd.org/wp-content/uploads/2023/06/TP-1598-LIBERTAD-SINDICAL.pdf
2023-06-01,LOS MITOS TRAS LA DISCUSIÓN DEL PROYECTO DE LEY DE USURPACIONES,usurpaciones,https://lyd.org/wp-content/uploads/2023/06/TP-1598-USURPACIONES.pdf
2023-07-01,RESULTADOS DEL SIMCE 2022: RADIOGRAFÍA DE LAS ESCUELAS DE MAL DESEMPEÑO REITERADO,"Educación, SIMCE",https://lyd.org/wp-content/uploads/2023/07/TP-1597-SIMCE-2022-Y-ESCUELAS-INSUFICIENTES.pdf
2023-07-01,INEFICIENCIA DE LA GESTIÓN PÚBLICA: EL CASO DE ENAMI,Enami,https://lyd.org/wp-content/uploads/2023/07/TP-1599-ENAMI.pdf
2023-07-01,MINISTERIO DE SEGURIDAD PÚBLICA: PRINCIPALES ALERTAS,"Delincuencia, Seguridad Pública",https://lyd.org/wp-content/uploads/2023/07/TP-1599-MINISTERIO-DE-SEGURIDAD-PUBLICA-2.pdf
2023-07-01,A CINCO AÑOS DE SU ENTRADA EN VIGENCIA: LA NUEVA EDUCACIÓN PÚBLICA AL PIZARRÓN,"Educación, Educación Escolar, Educación Pública",https://lyd.org/wp-content/uploads/2023/07/TP-1600-EDUCACION-PUBLICA.pdf
2023-07-01,MAYORES DE 55 AÑOS: EL SEGMENTO DONDE MÁS SUBE EL DESEMPLEO Y QUE MÁS TARDA EN VOLVER A EMPLEARSE,"Desempleo, Empleo, Laboral",https://lyd.org/wp-content/uploads/2023/07/TP-1600-EMPLEO.pdf
2023-07-01,HOMICIDIOS Y ROBOS VIOLENTOS ALCANZAN RÉCORDS DURANTE EL PRIMER SEMESTRE 2023,"Crimen organizado, Delincuencia",https://lyd.org/wp-content/uploads/2023/07/TP-1601-DELINCUENCIA-1ER-SEMESTRE-2023.pdf
2023-07-01,"DESCENTRALIZACIÓN REGIONAL, PERO CON RESPONSABILIDAD FISCAL","Descentralización, Fiscal, Regiones",https://lyd.org/wp-content/uploads/2023/07/TP-1601-DESCENTRALIZACION.pdf
2023-07-01,ENMIENDAS AL PROCESO CONSTITUCIONAL: OTRA ETAPA DEL PROCESO,"enmiendas, Proceso Constitucional",https://lyd.org/wp-content/uploads/2023/07/TP-1602-ENMIENDAS-AL-PROCESO-CONSTITUCIONAL.pdf
2023-07-01,REFORMA DE PENSIONES: POR QUÉ OPONERSE A UN PILAR DE REPARTO,"Pensiones, Reforma de pensiones",https://lyd.org/wp-content/uploads/2023/07/TP-1602-TRAMITACION-REFORMA-PENSIONES.pdf
2023-08-01,SEIS LECCIONES PARA LA POLÍTICA SOCIAL TRAS LA CASEN 2022,"CASEN, política social",https://lyd.org/wp-content/uploads/2023/08/TP-1603-CASEN-2022.pdf
2023-08-01,CASEN 2022: SUSTANCIAL DETERIORO DEL MERCADO LABORAL ENTRE LOS MÁS POBRES,"CASEN 2022, Empleo, Pobreza",https://lyd.org/wp-content/uploads/2023/08/TP-1603-EMPLEO-CASEN.pdf
2023-08-01,LA CORTE SUPREMA CONTRA LA LEY AMBIENTAL,"Corte Suprema, programas estatales, CASEN 2022, Empleo, Pobreza, CASEN, política social, enmiendas, Proceso Constitucional, Pensiones, Reforma de pensiones, Descentralización, Fiscal, Regiones, Crimen organizado, Delincuencia, Educación, Educación Escolar, Educación Pública, Desempleo, Empleo, Laboral, Delincuencia, Seguridad Pública, Enami",https://lyd.org/wp-content/uploads/2023/08/TP-1604-FALLO-CS-QUINTERO.pdf
2023-08-01,MONITOREO DE PROGRAMAS ESTATALES: BAJA COBERTURA Y ALTO GASTO ADMINISTRATIVO,programas estatales,https://lyd.org/wp-content/uploads/2023/08/TP-1604-MONITOREO-PROGRAMAS-2022-2-1.pdf
2023-08-01,INDICACIONES AL PROYECTO DE LEY DE INTELIGENCIA: ¿MODERNIZACIÓN EFECTIVA O BUROCRACIA INNECESARIA?,"Inteligencia, Seguridad",https://lyd.org/wp-content/uploads/2023/08/TP-1605-INTELIGENCIA.pdf
2023-08-01,"INFORMALIDAD, CAÍDA DE SALARIOS REALES Y BAJAS COTIZACIONES: PREOCUPANTES RESULTADOS DE ESI 2022","Empleo, ESI 2022, Ingresos",https://lyd.org/wp-content/uploads/2023/08/TP-1606-SALARIOS-ESI-2022.pdf
2023-08-01,TRATADOS INTERNACIONALES: ¿RANGO CONSTITUCIONAL O SUPRALEGAL?,"Constitución, Tratados Internacionales",https://lyd.org/wp-content/uploads/2023/08/TP-1606-TRATADOS-INTERNACIONALES-.pdf
2023-08-01,¿ES NECESARIO ACTUALIZAR LA METODOLOGÍA PARA LA MEDICIÓN DE LA POBREZA?,"CASEN 2022, Pobreza",https://lyd.org/wp-content/uploads/2023/08/TP-1607-CASEN-METODOLOGIA.pdf
2023-08-01,DERECHO A HUELGA EN LA CONSTITUCIÓN: LA IMPORTANCIA DE LAS LIMITACIONES,"Constitución, Huelga, Laboral",https://lyd.org/wp-content/uploads/2023/08/TP-1607-HUELGA.pdf
2023-09-01,CLASE MEDIA SEGÚN CASEN 2022 Y LA IMPORTANCIA DE UN MAYOR CRECIMIENTO,"CASEN 2022, Clase Media",https://lyd.org/wp-content/uploads/2023/09/TP-1605-CLASE-MEDIA-CASEN-2022.pdf
2023-09-01,LA IMPORTANCIA DE RETOMAR EL CÍRCULO VIRTUOSO DEL CRECIMIENTO ECONÓMICO,"Crecimiento, Economía",https://lyd.org/wp-content/uploads/2023/09/TP-1608-CRECIMIENTO.pdf
2023-09-01,FONASA: MÁS AFILIADOS EXPUESTOS A SU DEFICIENTE GESTIÓN,"Fonasa, Salud",https://lyd.org/wp-content/uploads/2023/09/TP-1608-FONASA-PROBLEMAS-DE-GESTION.pdf
2023-09-01,REFORMAS EN ENERGÍA: TRES PRINCIPIOS PARA GUIAR EL NECESARIO AJUSTE REGULATORIO,"Energía, Regulación",https://lyd.org/wp-content/uploads/2023/09/TP-1609-SECTOR-ELECTRICO.pdf
2023-09-01,CASEN 2022: CAE LA COBERTURA EN PREESCOLAR Y CRECE LA IMPORTANCIA DE LA EDUCACIÓN PRIVADA,Educación,https://lyd.org/wp-content/uploads/2023/09/TP-1610-EDUCACION-CASEN.pdf
2023-09-01,ÍNDICE DE LIBERTAD ECONÓMICA:  CHILE RETROCEDE 6 PUESTOS Y MARCA PEOR POSICIÓN DESDE 1985,"Fraser Institute, Índice de Libertad Económica, Educación, Energía, Regulación, Presupuesto, Fonasa, Salud, Crecimiento, Economía, CASEN 2022, Pobreza, Constitución, Huelga, Laboral, Empleo, ESI 2022, Ingresos, Constitución, Tratados Internacionales, CASEN 2022, Clase Media, Inteligencia, Seguridad",https://lyd.org/wp-content/uploads/2023/09/TP-1610-FRASER.pdf
