Fecha,Título,Autor,Medio de comunicación,Enlace
4 mayo 2020,Agenda antiabusos y colusión,John Henriquez,El Mercurio,https://lyd.org/opinion/2020/05/agenda-antiabusos-y-colusion/
4 mayo 2020,"Ingreso de emergencia: por los chilenos, no por el gobierno",María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/05/ingreso-de-emergencia-por-los-chilenos-no-por-el-gobierno/
2 mayo 2020,Brújula para la oposición,Natalia González,El Mercurio,https://lyd.org/opinion/2020/05/brujula-para-la-oposicion/
2 mayo 2020,Lo que queda del Gobierno,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/05/lo-que-queda-del-gobierno/
30 abril 2020,Los políticos y su sintonía con la gente,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/04/los-politicos-y-su-sintonia-con-la-gente/
29 abril 2020,REGULACIÓN DE APLICACIONES DE TRANSPORTE,Rodrigo Troncoso,Diario Financiero,https://lyd.org/opinion/2020/04/regulacion-de-aplicaciones-de-transporte-2/
26 abril 2020,APRENDIENDO A CONVIVIR CON EL VIRUS,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2020/04/aprendiendo-a-convivir-con-el-virus/
26 abril 2020,APRENDIENDO A CONVIVIR CON EL VIRUS,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2020/04/aprendiendo-a-convivir-con-el-virus/
25 abril 2020,Mañalich en el país de los enanos,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/04/manalich-en-el-pais-de-los-enanos/
24 abril 2020,Del delito y las penas,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/04/del-delito-y-las-penas/
21 abril 2020,Desplome del precio del petróleo: La hora de revancha,Tomás Flores,El Líbero,https://lyd.org/opinion/2020/04/tomas-flores-desplome-del-precio-del-petroleo-la-hora-de-revancha/
21 abril 2020,Proyecto de servicios básicos: inconstitucional e inconveniente,Pilar Hazbun,Diario Financiero,https://lyd.org/opinion/2020/04/proyecto-de-servicios-basicos-inconstitucional-e-inconveniente/
20 abril 2020,SIN MARGEN PARA LA IRRESPONSABILIDAD,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/04/sin-margen-para-la-irresponsabilidad/
18 abril 2020,Comedia del absurdo en el Congreso,Natalia González,El Mercurio,https://lyd.org/opinion/2020/04/comedia-del-absurdo-en-el-congreso/
18 abril 2020,TRES DESAFÍOS PARA CHILE,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/04/tres-desafios-para-chile/
16 abril 2020,GRANDEZA Y MISERIAS DURANTE LA PESTE,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/04/grandeza-y-miserias-durante-la-peste/
14 abril 2020,LA ECONOMÍA POLÍTICA DEL CORONAVIRUS,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2020/04/la-economia-politica-del-coronavirus/
13 abril 2020,Vacíos y problemas en el nuevo itinerario electoral,Luciano Simonetti,Diario Financiero,https://lyd.org/opinion/2020/04/vacios-y-problemas-en-el-nuevo-itinerario-electoral/
13 abril 2020,VACACIONES DE INVIERNO ADELANTADAS,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/04/vacaciones-de-invierno-adelantadas/
13 abril 2020,OBSTÁCULOS BUROCRÁTICOS A INTERNET,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2020/04/obstaculos-burocraticos-a-internet/
13 abril 2020,OBSTÁCULOS BUROCRÁTICOS A INTERNET,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2020/04/obstaculos-burocraticos-a-internet/
12 abril 2020,"MEDIDAS ECONÓMICAS Y SANITARIAS, LA NECESIDAD DE AVANZAR EN AMBOS FRENTES",Bettina Horst,El Mercurio,https://lyd.org/opinion/2020/04/medidas-economicas-y-sanitarias-la-necesidad-de-avanzar-en-ambos-frentes/
11 abril 2020,UN CUENTO CHILENO,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/04/un-cuento-chileno/
10 abril 2020,La pandemia nos afecta a todos,Rodrigo Troncoso,El Libero,https://lyd.org/opinion/2020/04/la-pandemia-nos-afecta-a-todos/
10 abril 2020,LIBERTAD EN TIEMPOS DE PANDEMIA,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/04/libertad-en-tiempos-de-pandemia/
10 abril 2020,EFICIENCIA EN EL GASTO PÚBLICO,Natalia González,El Mercurio,https://lyd.org/opinion/2020/04/eficiencia-en-el-gasto-publico/
7 abril 2020,Fijación de precios: Un remedio peor que la enfermedad,Tomás Flores,El Líbero,https://lyd.org/opinion/2020/04/tomas-flores-fijacion-de-precios-un-remedio-peor-que-la-enfermedad/
6 abril 2020,Educación: compartir los costos de la pandemia,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/04/educacion-compartir-los-costos-de-la-pandemia/
4 abril 2020,LA OTRA PANDEMIA,Natalia González,El Mercurio,https://lyd.org/opinion/2020/04/la-otra-pandemia/
4 abril 2020,Aguante Mañalich,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/04/aguante-manalich/
3 abril 2020,RESPONSABILIDAD A LA HORA DE LEGISLAR,Catalina Montes,No encontrado,https://lyd.org/opinion/2020/04/responsabilidad-a-la-hora-de-legislar/
2 abril 2020,Pensar en grande,Bettina Horst,El Mercurio,https://lyd.org/opinion/2020/04/pensar-en-grande/
2 abril 2020,Economía y Coronavirus,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/04/economia-y-coronavirus/
2 abril 2020,Economía y Coronavirus,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/04/economia-y-coronavirus/
31 marzo 2020,¿Cómo están los impuestos en Chile?,Macarena García,Diario Financiero,https://lyd.org/opinion/2020/03/como-estan-los-impuestos-en-chile/
29 marzo 2020,"Incertidumbre, proceso constituyente y ciclo económico",Bettina Horst,Medios Regionales,https://lyd.org/opinion/2020/03/incertidumbre-proceso-constituyente-y-ciclo-economico/
29 marzo 2020,La incertidumbre del COVID-19,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2020/03/la-incertidumbre-del-covid-19/
28 marzo 2020,Tiempos difíciles y luces de esperanza,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/03/tiempos-dificiles-y-luces-de-esperanza/
28 marzo 2020,Salus populi suprema lex,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2020/03/salus-populi-suprema-lex/
27 marzo 2020,La gran mortandad,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/03/la-gran-mortandad/
24 marzo 2020,La economía chilena se prepara para lo peor,Tomás Flores,El Líbero,https://lyd.org/opinion/2020/03/la-economia-chilena-se-prepara-para-lo-peor/
23 marzo 2020,AUTONOMÍA DEL BANCO CENTRAL,John Henriquez,La Tercera,https://lyd.org/opinion/2020/03/autonomia-del-banco-central/
21 marzo 2020,¿Cuarentena?,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/03/cuarentena/
21 marzo 2020,CRISIS SOBRE CRISIS,Natalia González,El Mercurio,https://lyd.org/opinion/2020/03/crisis-sobre-crisis/
19 marzo 2020,Estrategia país para el Coronavirus,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/03/estrategia-pais-para-el-coronavirus/
15 marzo 2020,Modernización del Estado y Empleo Público. ¿Hasta cuándo nos hacemos los lesos?,Bettina Horst,El Mercurio,https://lyd.org/opinion/2020/03/modernizacion-del-estado-y-empleo-publico-hasta-cuando-nos-hacemos-los-lesos/
15 marzo 2020,Modernización del Estado y Empleo Público. ¿Hasta cuándo nos hacemos los lesos?,Bettina Horst,El Mercurio,https://lyd.org/opinion/2020/03/modernizacion-del-estado-y-empleo-publico-hasta-cuando-nos-hacemos-los-lesos/
14 marzo 2020,A BORDO DEL TITANIC,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/03/a-bordo-del-titanic/
14 marzo 2020,Coronavirus: Precariedad humana y ciencia,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2020/03/coronavirus-precariedad-humana-y-ciencia/
13 marzo 2020,La violencia enmascarada,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/03/la-violencia-enmascarada/
12 marzo 2020,No me acuerdo del Acuerdo,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/03/no-me-acuerdo-del-acuerdo-2/
10 marzo 2020,LOS DÉFICITS GEMELOS,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2020/03/los-deficits-gemelos/
9 marzo 2020,LIBREMOS A LA EDUCACIÓN,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/03/libremos-a-la-educacion/
7 marzo 2020,CARABINEROS Y PRIMERA LÍNEA,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/03/carabineros-y-primera-linea/
7 marzo 2020,GAVIOTA DE ORO PARA LA POLÍTICA,Natalia González,El Mercurio,https://lyd.org/opinion/2020/03/gaviota-de-oro-para-la-politica/
6 marzo 2020,Un correcto ingreso mínimo garantizado,John Henriquez,Diario Financiero,https://lyd.org/opinion/2020/03/un-correcto-ingreso-minimo-garantizado/
5 marzo 2020,La Carta de René,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/03/la-carta-de-rene/
3 marzo 2020,Un marzo sin violencia,Tomás Flores,El Líbero,https://lyd.org/opinion/2020/03/un-marzo-sin-violencia/
1 marzo 2020,"ECONOMÍA CHILENA: ENTRE LA VIOLENCIA, LA INCERTIDUMBRE POLÍTICA Y EL CORONAVIRUS",Hernán Büchi,El Mercurio,https://lyd.org/opinion/2020/03/economia-chilena-entre-la-violencia-la-incertidumbre-politica-y-el-coronavirus/
1 marzo 2020,"ECONOMÍA CHILENA: ENTRE LA VIOLENCIA, LA INCERTIDUMBRE POLÍTICA Y EL CORONAVIRUS",Hernán Büchi,El Mercurio,https://lyd.org/opinion/2020/03/economia-chilena-entre-la-violencia-la-incertidumbre-politica-y-el-coronavirus/
29 febrero 2020,Trump y Sanders en la recta final,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2020/02/trump-y-sanders-en-la-recta-final/
29 febrero 2020,ACUERDO NACIONAL,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/02/acuerdo-nacional/
28 febrero 2020,¿Por qué sí? ¿Por qué no?,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/02/por-que-si-por-que-no/
27 febrero 2020,El pago de Chile,Luis Larraín,El Libero,https://lyd.org/opinion/2020/02/el-pago-de-chile-2/
24 febrero 2020,¿Seremos capaces de reconstruir nuevamente?,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/02/seremos-capaces-de-reconstruir-nuevamente/
22 febrero 2020,OJO CON ¿EL ARTE?,Natalia González,El Mercurio,https://lyd.org/opinion/2020/02/ojo-con-el-arte/
22 febrero 2020,FUEROS DE ARTISTAS Y DEPORTISTAS,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/02/fueros-de-artistas-y-deportistas/
20 febrero 2020,"NO SON TREINTA PESOS, SON TREINTA AÑOS",Luis Larraín,El Libero,https://lyd.org/opinion/2020/02/no-son-treinta-pesos-son-treinta-anos/
18 febrero 2020,"INE AUTÓNOMO, ¿CUÁNTO MÁS DEBEMOS ESPERAR?",Tomás Flores,El Libero,https://lyd.org/opinion/2020/02/ine-autonomo-cuanto-mas-debemos-esperar/
16 febrero 2020,SOSTENIBILIDAD FISCAL: EL FINAL DEL CAMINO FÁCIL,Bettina Horst,El Mercurio,https://lyd.org/opinion/2020/02/sostenibilidad-fiscal-el-final-del-camino-facil/
15 febrero 2020,LA DERECHA EN LA ENCRUCIJADA,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/02/la-derecha-en-la-encrucijada/
14 febrero 2020,12 DE NOVIEMBRE DE 2019,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/02/12-de-noviembre-de-2019/
14 febrero 2020,12 DE NOVIEMBRE DE 2019,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/02/12-de-noviembre-de-2019/
13 febrero 2020,"EMPLEO, DESPIDOS Y JORNADA LABORAL",Luis Larraín,El Líbero,https://lyd.org/opinion/2020/02/empleo-despidos-y-jornada-laboral/
10 febrero 2020,¿SE NOS APARECERÁ MARZO?,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/02/se-nos-aparecera-marzo/
8 febrero 2020,(Des) Orden Público,Natalia González,El Mercurio,https://lyd.org/opinion/2020/02/des-orden-publico/
8 febrero 2020,Hoja de Ruta,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/02/hoja-de-ruta/
6 febrero 2020,Doble derrota para la Insurgencia,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/02/doble-derrota-para-la-insurgencia/
4 febrero 2020,La minería salvó el Imacec de diciembre,Tomás Flores,El Líbero,https://lyd.org/opinion/2020/02/la-mineria-salvo-el-imacec-de-diciembre/
2 febrero 2020,CHILE: VIOLENCIA E INCERTIDUMBRE. EL MUNDO: MODERADO OPTIMISMO,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2020/02/chile-violencia-e-incertidumbre-el-mundo-moderado-optimismo/
1 febrero 2020,REFORMAS TRUNCADAS,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/02/reformas-truncadas/
31 enero 2020,CARTA ABIERTA A LOS HONORABLES,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/01/carta-abierta-a-los-honorables/
30 enero 2020,Productividad en el sector público de salud,Luis Larraín,El Libero,https://lyd.org/opinion/2020/01/productividad-en-el-sector-publico-de-salud/
27 enero 2020,OJOS QUE NO VEN…,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/01/ojos-que-no-ven/
25 enero 2020,EL LADRÓN DETRÁS DEL JUEZ,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/01/el-ladron-detras-del-juez-2/
25 enero 2020,EL LADRÓN DETRÁS DEL JUEZ,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/01/el-ladron-detras-del-juez-2/
25 enero 2020,SOBRE EL DIAGNÓSTICO,Natalia González,El Mercurio,https://lyd.org/opinion/2020/01/sobre-el-diagnostico/
23 enero 2020,Las pensiones y el Rey Salomón,Luis Larraín,EL LIBERO,https://lyd.org/opinion/2020/01/las-pensiones-y-el-rey-salomon/
22 enero 2020,EL MODELO EXPORTADOR,Tomás Flores,El Líbero,https://lyd.org/opinion/2020/01/el-modelo-exportador/
19 enero 2020,"PENSIONES, REPARTO Y PROMESAS",Bettina Horst,El Mercurio,https://lyd.org/opinion/2020/01/pensiones-reparto-y-promesas/
18 enero 2020,Preocupante disminución del ingreso de extranjeros,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2020/01/preocupante-disminucion-del-ingreso-de-extranjeros/
18 enero 2020,DUDAS PREVISIONALES,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/01/dudas-previsionales/
17 enero columnas,Desigualdad y modelo de desarrollo,Lucía Santa Cruz,El Mercurio,https://lyd.org/centro-de-prensa/columnas/columnas-economico-y-social/2020/01/desigualdad-y-modelo-de-desarrollo/
14 enero 2020,La riqueza de las naciones,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2020/01/la-riqueza-de-las-naciones/
13 enero 2020,AVANCES QUE NO DEBEN PASAR DESAPERCIBIDOS,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/01/avances-que-no-deben-pasar-desapercibidos/
11 enero 2020,"PSU, punto de inflexión",Luis Larraín,La Tercera,https://lyd.org/opinion/2020/01/psu-punto-de-inflexion/
11 enero 2020,Me rebelo,Natalia González,El Mercurio,https://lyd.org/opinion/2020/01/me-rebelo/
9 enero 2020,NO + SALUD,Luis Larraín,El Libero,https://lyd.org/opinion/2020/01/no-salud/
9 enero 2020,NO + SALUD,Luis Larraín,El Libero,https://lyd.org/opinion/2020/01/no-salud/
7 enero 2020,Un nuevo shock petrolero,Tomás Flores,El Líbero,https://lyd.org/opinion/2020/01/un-nuevo-shock-petrolero-2/
7 enero 2020,REDUCCIÓN DE LA DESIGUALDAD,María Paz Arzola,La Tercera,https://lyd.org/opinion/2020/01/reduccion-de-la-desigualdad/
4 enero 2020,Bolivia: intervención descarada,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2020/01/bolivia-intervencion-descarada/
4 enero 2020,La PSU: Chile a prueba,Luis Larraín,La Tercera,https://lyd.org/opinion/2020/01/la-psu-chile-a-prueba/
3 enero 2020,¿Nada nuevo bajo el sol?,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2020/01/nada-nuevo-bajo-el-sol-2/
3 enero 2020,Nada bueno en lo económico ni en lo laboral,Felipe Berger,El Líbero,https://lyd.org/opinion/2020/01/nada-bueno-en-lo-economico-ni-en-lo-laboral/
2 enero 2020,Responsabilidad de la Oposición,Luis Larraín,El Líbero,https://lyd.org/opinion/2020/01/responsabilidad-de-la-oposicion/
30 diciembre 2019,CLIMA DE TENSIÓN EN EL CONGRESO,Pilar Hazbun,La Tercera,https://lyd.org/opinion/2019/12/la-contribucion-del-gasto-publico-a-la-reduccion-de-la-desigualdad/
30 diciembre 2019,¿Cuánto vale el show?,María Paz Arzola,La Tercera,https://lyd.org/opinion/2019/12/cuanto-vale-el-show/
29 diciembre 2019,La década que termina ¿pasará a la historia como el período en que Chile perdió su oportunidad?,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2019/12/la-decada-que-termina-pasara-a-la-historia-como-el-periodo-en-que-chile-perdio-su-oportunidad/
28 diciembre 2019,Expectativas Constitucionales,Natalia González,El Mercurio,https://lyd.org/opinion/2019/12/expectativas-constitucionales/
28 diciembre 2019,Piñera y los Derechos Humanos,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/12/pinera-y-los-derechos-humanos/
28 diciembre 2019,Piñera y los Derechos Humanos,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/12/pinera-y-los-derechos-humanos/
26 diciembre 2019,Mujeres e indígenas en la Convención Constitucional,Luis Larraín,El Líbero,https://lyd.org/opinion/2019/12/mujeres-e-indigenas-en-la-convencion-constitucional/
24 diciembre 2019,Desplome del comercio exterior chileno,Tomás Flores,El Líbero,https://lyd.org/opinion/2019/12/desplome-del-comercio-exterior-chileno/
21 diciembre 2019,Combatir el poder de los narcos,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2019/12/combatir-el-poder-de-los-narcos/
21 diciembre 2019,Barras Bravas en el Congreso,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/12/barras-bravas-en-el-congreso/
19 diciembre 2019,El valor de la palabra empeñada,Luis Larraín,El Líbero,https://lyd.org/opinion/2019/12/el-valor-de-la-palabra-empenada/
18 diciembre 2019,Acuerdo constitucional,"Luciano Simonetti, Natalia González, Pilar Hazbun",El Mercurio,https://lyd.org/opinion/2019/12/acuerdo-constitucional/
16 diciembre 2019,El rol del Estado en la reducción de la desigualdad,María Paz Arzola,La Tercera,https://lyd.org/opinion/2019/12/el-rol-del-estado-en-la-reduccion-de-la-desigualdad/
15 diciembre 2019,Lo que ya no se puede preguntar,Bettina Horst,El Mercurio,https://lyd.org/opinion/2019/12/lo-que-ya-no-se-puede-preguntar/
14 diciembre 2019,Una Derrota para la Política,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/12/una-derrota-para-la-politica/
14 diciembre 2019,LOS ABUSOS,Natalia González,El Mercurio,https://lyd.org/opinion/2019/12/los-abusos/
12 diciembre 2019,Corriendo el cerco y amenazando con violencia,Luis Larraín,El Líbero,https://lyd.org/opinion/2019/12/corriendo-el-cerco-y-amenazando-con-violencia/
11 diciembre 2019,Regulación de aplicaciones de transporte,Rodrigo Troncoso,El Líbero,https://lyd.org/opinion/2019/12/regulacion-de-aplicaciones-de-transporte/
11 diciembre 2019,Regulación de aplicaciones de transporte,Rodrigo Troncoso,El Líbero,https://lyd.org/opinion/2019/12/regulacion-de-aplicaciones-de-transporte/
11 diciembre 2019,TERMINAR CON LAS AMBIGÜEDADES,María Trinidad Schleyer,La Tercera,https://lyd.org/opinion/2019/12/terminar-con-las-ambiguedades/
11 diciembre 2019,Delitos económicos en Chile: ¿Impunidad rampante?,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2019/12/delitos-economicos-en-chile-impunidad-rampante/
10 diciembre 2019,Pena de cárcel para delitos económicos,Tomás Flores,El Líbero,https://lyd.org/opinion/2019/12/pena-de-carcel-para-delitos-economicos/
10 diciembre 2019,Nuestras Finanzas Públicas,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2019/12/nuestras-finanzas-publicas/
7 diciembre 2019,No me acuerdo del Acuerdo,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/12/no-me-acuerdo-del-acuerdo/
7 diciembre 2019,El Presidente Alberto Fernández en la región,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2019/12/el-presidente-alberto-fernandez-en-la-region/
6 diciembre 2019,¡No son sólo números!,Macarena García,Diario Financiero,https://lyd.org/opinion/2019/12/no-son-solo-numeros/
6 diciembre 2019,¿Qué pasó? ¿Qué pasará?,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2019/12/que-paso-que-pasara/
5 diciembre 2019,"Insurgencia, daño a la economía y medidas del Gobierno",Luis Larraín,El Líbero,https://lyd.org/opinion/2019/12/insurgencia-dano-a-la-economia-y-medidas-del-gobierno/
5 diciembre 2019,LEY PRESUPUESTOS: ¿REGLA VERSUS DISCRECIONALIDAD?,Macarena García,Revista LyD,https://lyd.org/opinion/2019/12/ley-presupuestos-regla-versus-discrecionalidad/
2 diciembre 2019,"No más gasto, sino mejor gasto",María Paz Arzola,La Tercera,https://lyd.org/opinion/2019/12/no-mas-gasto-sino-mejor-gasto/
1 diciembre 2019,Igualdad de trato a través de los municipios,Bettina Horst,Medios Regionales de El Mercurio,https://lyd.org/opinion/2019/12/igualdad-de-trato-a-traves-de-los-municipios/
1 diciembre 2019,Igualdad de trato a través de los municipios,Bettina Horst,Medios Regionales de El Mercurio,https://lyd.org/opinion/2019/12/igualdad-de-trato-a-traves-de-los-municipios/
1 diciembre 2019,¿La violencia y la protesta en lugar de la democracia representativa?,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2019/12/la-violencia-y-la-protesta-en-lugar-de-la-democracia-representativa/
30 noviembre 2019,"Es la Violencia, estúpidos",Luis Larraín,La Tercera,https://lyd.org/opinion/2019/11/es-la-violencia-estupidos/
30 noviembre 2019,AL BORDE DEL PRECIPICIO,Natalia González,El Mercurio,https://lyd.org/opinion/2019/11/al-borde-del-precipicio/
28 noviembre 2019,Insurgencia y Mesa de Unidad Social,Luis Larraín,El Líbero,https://lyd.org/opinion/2019/11/insurgencia-y-mesa-de-unidad-social/
26 noviembre 2019,Derrumbe económico ad portas,Tomás Flores,El Líbero,https://lyd.org/opinion/2019/11/derrumbe-economico-ad-portas/
25 noviembre 2019,Remuneración de autoridades,Pilar Hazbun,La Tercera,https://lyd.org/opinion/2019/11/remuneracion-de-autoridades/
23 noviembre 2019,"Restablecer el orden, obligación de la sociedad civil",Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2019/11/restablecer-el-orden-obligacion-de-la-sociedad-civil/
23 noviembre 2019,Constitución y Buena Fe,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/11/constitucion-y-buena-fe/
22 noviembre 2019,¿RESPONSABLES O POPULISTAS?,John Henriquez,La Tercera,https://lyd.org/opinion/2019/11/responsables-o-populistas/
22 noviembre 2019,Reflexiones sobre una revolución,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2019/11/reflexiones-sobre-una-revolucion/
21 noviembre 2019,La Calle,Luis Larraín,El Líbero,https://lyd.org/opinion/2019/11/la-calle/
20 noviembre 2019,EL COSTO SOCIAL DEL VANDALISMO,María Paz Arzola,La Tercera,https://lyd.org/opinion/2019/11/el-costo-social-del-vandalismo/
20 noviembre 2019,EL COSTO SOCIAL DEL VANDALISMO,María Paz Arzola,La Tercera,https://lyd.org/opinion/2019/11/el-costo-social-del-vandalismo/
17 noviembre 2019,Más allá de una nueva Constitución,Bettina Horst,El Mercurio,https://lyd.org/opinion/2019/11/mas-alla-de-una-nueva-constitucion/
16 noviembre 2019,Dos tercios y 48 horas,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/11/dos-tercios-y-48-horas/
16 noviembre 2019,Tiempos Constituyentes,Natalia González,El Mercurio,https://lyd.org/opinion/2019/11/tiempos-constituyentes/
15 noviembre 2019,SEGURIDAD PARA LA DEMOCRACIA,Luis Larraín,No encontrado,https://lyd.org/opinion/2019/11/seguridad-para-la-democracia-2/
15 noviembre 2019,Plebiscito: ¿Mecanismo democrático?,Luciano Simonetti,El Líbero,https://lyd.org/opinion/2019/11/plebiscito-mecanismo-democratico/
15 noviembre 2019,Destruir la política,Natalia González,El Mercurio,https://lyd.org/opinion/2019/11/57573/
14 noviembre 2019,"Acuerdo por la paz, la justicia y una nueva Constitución",Luis Larraín,El Líbero,https://lyd.org/opinion/2019/11/acuerdo-por-la-paz-la-justicia-y-una-nueva-constitucion/
14 noviembre 2019,Acuerdo Tributario en tiempos de crisis,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2019/11/acuerdo-tributario-en-tiempos-de-crisis/
12 noviembre 2019,Banco Central de Chile: resguardar la independencia,Carlos F. Cáceres,Diario Financiero,https://lyd.org/opinion/2019/11/banco-central-de-chile-resguardar-la-independencia/
12 noviembre 2019,El cisne negro chileno,Tomás Flores,El Líbero,https://lyd.org/opinion/2019/11/el-cisne-negro-chileno/
9 noviembre 2019,Despejar la nube negra,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2019/11/despejar-la-nube-negra/
9 noviembre 2019,¿En qué está el Gobierno?,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/11/en-que-esta-el-gobierno/
9 noviembre 2019,¿En qué está el Gobierno?,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/11/en-que-esta-el-gobierno/
8 noviembre 2019,La tiranía de la ortodoxia,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2019/11/la-tirania-de-la-ortodoxia/
7 noviembre 2019,¿Cambiar el Modelo o modernizarlo?,Luis Larraín,No encontrado,https://lyd.org/opinion/2019/11/cambiar-el-modelo-o-modernizarlo/
4 noviembre 2019,"JÓVENES, NO SOMOS MEJORES",María Paz Arzola,La Tercera,https://lyd.org/opinion/2019/11/jovenes-no-somos-mejores/
3 noviembre 2019,¿Quo vadis Chile?,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2019/11/quo-vadis-chile/
2 noviembre 2019,Diálogo Político y Agenda Ciudadana,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/11/dialogo-politico-y-agenda-ciudadana/
2 noviembre 2019,Democracia en jaque,Natalia González,El Mercurio,https://lyd.org/opinion/2019/11/democracia-en-jaque/
1 noviembre 2019,Seguro catastrófico,María Trinidad Schleyer,La Tercera,https://lyd.org/opinion/2019/11/seguro-catastrofico/
31 octubre 2019,Elusión Constitucional y movilización social,Luis Larraín,El Líbero,https://lyd.org/opinion/2019/10/elusion-constitucional-y-movilizacion-social/
29 octubre 2019,Crisis social: necesitamos más crecimiento y más competencia,Tomás Flores,El Líbero,https://lyd.org/opinion/2019/10/crisis-social-necesitamos-mas-crecimiento-y-mas-competencia/
27 octubre 2019,La historia se repite,Pablo Kangiser,El Mercurio,https://lyd.org/opinion/2019/10/la-historia-se-repite/
26 octubre 2019,Interpelación,Luis Larraín,La Tercera,https://lyd.org/opinion/2019/10/interpelacion/
26 octubre 2019,Sorpresas,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2019/10/sorpresas/
26 octubre 2019,Sorpresas,Hernán Felipe Errázuriz,El Mercurio,https://lyd.org/opinion/2019/10/sorpresas/
